tier,leagueId,queue,name,entries,summonerId
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': '-z2rfjdO_HBXylOxNy9pvMFLSaJIQvoLdhvlKvjG55WIg9A', 'leaguePoints': 798, 'rank': 'I', 'wins': 161, 'losses': 84, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",-z2rfjdO_HBXylOxNy9pvMFLSaJIQvoLdhvlKvjG55WIg9A
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'LDWsTXmilzlCW6ldqLqn_hSnI4ywlbsNPxtVQoD7kuYU4I8', 'leaguePoints': 746, 'rank': 'I', 'wins': 138, 'losses': 86, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",LDWsTXmilzlCW6ldqLqn_hSnI4ywlbsNPxtVQoD7kuYU4I8
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'b77XZ_Cd89ENrwPxrSQaGyxKCskJgX8LJ5VP_qYPb470gA', 'leaguePoints': 744, 'rank': 'I', 'wins': 146, 'losses': 94, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",b77XZ_Cd89ENrwPxrSQaGyxKCskJgX8LJ5VP_qYPb470gA
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': '4n7nhLphU9P3fbimukV1fsfDhj46szmn71vbjVqagBR2yrE', 'leaguePoints': 739, 'rank': 'I', 'wins': 125, 'losses': 90, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",4n7nhLphU9P3fbimukV1fsfDhj46szmn71vbjVqagBR2yrE
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'b_5-v14RPK12NTSJ68vsp1r5AGp2XQsPCCdoSkYDKXqBlUU', 'leaguePoints': 732, 'rank': 'I', 'wins': 145, 'losses': 108, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",b_5-v14RPK12NTSJ68vsp1r5AGp2XQsPCCdoSkYDKXqBlUU
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'hnA5cwo8tZRe998VDHa1PY_w804nr-5ctVPuNIywZYZlT0o', 'leaguePoints': 729, 'rank': 'I', 'wins': 142, 'losses': 104, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",hnA5cwo8tZRe998VDHa1PY_w804nr-5ctVPuNIywZYZlT0o
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'ZSYlCCagMPDPNaCsIT0JrFvOTvW-9T2p9-D-4CWPnRM4yUcos8FLpbFRGg', 'leaguePoints': 719, 'rank': 'I', 'wins': 141, 'losses': 80, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",ZSYlCCagMPDPNaCsIT0JrFvOTvW-9T2p9-D-4CWPnRM4yUcos8FLpbFRGg
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'IOCkNX9fq4uJ_J66QYu9-PBN3Dk5eaQHIhHVZEOnqfznEUhL2MklfnRXsA', 'leaguePoints': 717, 'rank': 'I', 'wins': 121, 'losses': 63, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",IOCkNX9fq4uJ_J66QYu9-PBN3Dk5eaQHIhHVZEOnqfznEUhL2MklfnRXsA
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'WHv90jWNrv8pvBss-RZ3LzWdRmkfeT5GNtYAPgcS77gLBA', 'leaguePoints': 712, 'rank': 'I', 'wins': 150, 'losses': 121, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",WHv90jWNrv8pvBss-RZ3LzWdRmkfeT5GNtYAPgcS77gLBA
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'G4ULCiPw7TjEL6aAoKcrkOOLWz-CGmDUtfVt_uW7yI2LWZE', 'leaguePoints': 707, 'rank': 'I', 'wins': 101, 'losses': 51, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",G4ULCiPw7TjEL6aAoKcrkOOLWz-CGmDUtfVt_uW7yI2LWZE
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'WNpEPC2TqHZB5pnMH1udYu9XEPSJ_2qubBm923DAuRnI6TyRnPtkVv43OA', 'leaguePoints': 705, 'rank': 'I', 'wins': 86, 'losses': 34, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",WNpEPC2TqHZB5pnMH1udYu9XEPSJ_2qubBm923DAuRnI6TyRnPtkVv43OA
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'MObetNgTA1MfWIUCqQWSTZKKURFC6TVyJ4KR9AGtmn39u0E', 'leaguePoints': 645, 'rank': 'I', 'wins': 147, 'losses': 113, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",MObetNgTA1MfWIUCqQWSTZKKURFC6TVyJ4KR9AGtmn39u0E
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'l-zaeATbq7zxwBoigUpLHEZUpmwSiOoxdiX5NdGrRZlYcw', 'leaguePoints': 640, 'rank': 'I', 'wins': 140, 'losses': 101, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",l-zaeATbq7zxwBoigUpLHEZUpmwSiOoxdiX5NdGrRZlYcw
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': '_xoT2mgsJhyjj5_lJMlMV6I2oZES7HHpjcsoIV_vnIk7Zyg', 'leaguePoints': 634, 'rank': 'I', 'wins': 139, 'losses': 93, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",_xoT2mgsJhyjj5_lJMlMV6I2oZES7HHpjcsoIV_vnIk7Zyg
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'vmZgCzdHUns2A5q8A2ImLSLwRTEqu_wfz-A_pfqAEzUwgg', 'leaguePoints': 632, 'rank': 'I', 'wins': 126, 'losses': 79, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",vmZgCzdHUns2A5q8A2ImLSLwRTEqu_wfz-A_pfqAEzUwgg
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'RonRPimZt5xSghFpZ_f478oUsuLIzcFmWuDae_5ryk6LUoA', 'leaguePoints': 628, 'rank': 'I', 'wins': 152, 'losses': 105, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",RonRPimZt5xSghFpZ_f478oUsuLIzcFmWuDae_5ryk6LUoA
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'nAwm13L0j9pMYNkGg-pKDerm8vumNQ-ekNRepmpWe7Q7rrs', 'leaguePoints': 628, 'rank': 'I', 'wins': 129, 'losses': 108, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",nAwm13L0j9pMYNkGg-pKDerm8vumNQ-ekNRepmpWe7Q7rrs
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'EB6DYSOVtz805bexXo0Ct-MlNcf8R1JNx4mDu4yeAiM8NX0', 'leaguePoints': 612, 'rank': 'I', 'wins': 107, 'losses': 69, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",EB6DYSOVtz805bexXo0Ct-MlNcf8R1JNx4mDu4yeAiM8NX0
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'jKs3Eq99iYdgRyCbNNwb0DQ3JMUtc3V9hj4RwVz_jpoN0vs', 'leaguePoints': 609, 'rank': 'I', 'wins': 148, 'losses': 108, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",jKs3Eq99iYdgRyCbNNwb0DQ3JMUtc3V9hj4RwVz_jpoN0vs
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': '1dm3Zes9-EwQOFWfQBpGXsAQ3xOehRWCu1340nr8BzxOux1D', 'leaguePoints': 608, 'rank': 'I', 'wins': 147, 'losses': 115, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",1dm3Zes9-EwQOFWfQBpGXsAQ3xOehRWCu1340nr8BzxOux1D
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'bW-1gN9OWv-THcQZPk5meKtabUdSPWetngn3dqS5Vd1k2b1zBoWWmwFwPw', 'leaguePoints': 593, 'rank': 'I', 'wins': 95, 'losses': 52, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",bW-1gN9OWv-THcQZPk5meKtabUdSPWetngn3dqS5Vd1k2b1zBoWWmwFwPw
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'nljM0b4UORrWgITH80MefWpX7dow-j6ZaPHo_egkiFrSqrzW', 'leaguePoints': 572, 'rank': 'I', 'wins': 100, 'losses': 65, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",nljM0b4UORrWgITH80MefWpX7dow-j6ZaPHo_egkiFrSqrzW
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': '8SwTHVe45SU6-clbQsuarIAuZV6pfDoKQkUrjXzmCg-7JTi-Dfaaaftn-w', 'leaguePoints': 569, 'rank': 'I', 'wins': 70, 'losses': 35, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",8SwTHVe45SU6-clbQsuarIAuZV6pfDoKQkUrjXzmCg-7JTi-Dfaaaftn-w
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'XiXMDqJamq4w65lu_ec-ysc6VebahHYWRRo1zko5WtXkgQ', 'leaguePoints': 561, 'rank': 'I', 'wins': 137, 'losses': 97, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",XiXMDqJamq4w65lu_ec-ysc6VebahHYWRRo1zko5WtXkgQ
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'CGBjS2rVr1FxDrNoCH_6zd87uzwt95q1DDPmasVA8nW-j1Vsp0h-EbceGw', 'leaguePoints': 547, 'rank': 'I', 'wins': 140, 'losses': 116, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",CGBjS2rVr1FxDrNoCH_6zd87uzwt95q1DDPmasVA8nW-j1Vsp0h-EbceGw
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': '0D7Bi6F4P67PAkMthnLanJDZy7Rs4IKxF-hR-vdJpZdVdVI', 'leaguePoints': 542, 'rank': 'I', 'wins': 116, 'losses': 73, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",0D7Bi6F4P67PAkMthnLanJDZy7Rs4IKxF-hR-vdJpZdVdVI
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'O6VdWhVFf76ZOMEixgFXkILFz4xvfXVHaCMTVWu1O62LfTGQI1Zxt3ptrw', 'leaguePoints': 542, 'rank': 'I', 'wins': 100, 'losses': 54, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",O6VdWhVFf76ZOMEixgFXkILFz4xvfXVHaCMTVWu1O62LfTGQI1Zxt3ptrw
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'qaskRY3NdhP0y6A58znFopBZ3AVt5kGqv0u5k_Y3rUX65ECzoWESYuk0ug', 'leaguePoints': 537, 'rank': 'I', 'wins': 90, 'losses': 76, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",qaskRY3NdhP0y6A58znFopBZ3AVt5kGqv0u5k_Y3rUX65ECzoWESYuk0ug
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'XnYkGaQ-HNLeTN3xRe9wLXjZbx9_sTHxjqIa8ALkgpcpeECjwofpT-KBZw', 'leaguePoints': 531, 'rank': 'I', 'wins': 131, 'losses': 81, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",XnYkGaQ-HNLeTN3xRe9wLXjZbx9_sTHxjqIa8ALkgpcpeECjwofpT-KBZw
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'dMZtSK-Z2jmrNQh4Sq0vW1aaLTKDA__2j2tscf4ZXxZ3Jqg', 'leaguePoints': 527, 'rank': 'I', 'wins': 112, 'losses': 77, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",dMZtSK-Z2jmrNQh4Sq0vW1aaLTKDA__2j2tscf4ZXxZ3Jqg
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'lQUN2sLoNIBPBdmJPfyQcysDor1bAI6WY4Iv_Fy-c50sUIQ', 'leaguePoints': 525, 'rank': 'I', 'wins': 133, 'losses': 78, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",lQUN2sLoNIBPBdmJPfyQcysDor1bAI6WY4Iv_Fy-c50sUIQ
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': '_g5PidQ7-3jgzxmA6FDXKzM8UujxUmx4wfax-rICJoex9XA', 'leaguePoints': 522, 'rank': 'I', 'wins': 113, 'losses': 79, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",_g5PidQ7-3jgzxmA6FDXKzM8UujxUmx4wfax-rICJoex9XA
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'rvvvRnfTv7sfuwSBbWYBysQx8teL4TMAcSXRbHkPSBkOqufzkjBy268gwQ', 'leaguePoints': 519, 'rank': 'I', 'wins': 113, 'losses': 97, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",rvvvRnfTv7sfuwSBbWYBysQx8teL4TMAcSXRbHkPSBkOqufzkjBy268gwQ
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'R-nMwtmafWTelS2tsxH8yNFLAMOoJJGUqJMxYml83mrmGpU', 'leaguePoints': 519, 'rank': 'I', 'wins': 104, 'losses': 77, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",R-nMwtmafWTelS2tsxH8yNFLAMOoJJGUqJMxYml83mrmGpU
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'H4NDo9qPKXRU6vzJqXFmr_5HJAtZkYQWFrBhpv9Y_3Jr5g', 'leaguePoints': 516, 'rank': 'I', 'wins': 182, 'losses': 158, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",H4NDo9qPKXRU6vzJqXFmr_5HJAtZkYQWFrBhpv9Y_3Jr5g
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'ODo_ovQG1URLtrnrRGu3-QnEYn00YJvenWDbYGWcxqrTLZFCBmEHha1iLg', 'leaguePoints': 514, 'rank': 'I', 'wins': 104, 'losses': 48, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",ODo_ovQG1URLtrnrRGu3-QnEYn00YJvenWDbYGWcxqrTLZFCBmEHha1iLg
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'RXmq3s3cgm-ylfIw8FE7uAdksyLME8uAv2hT212w52m8OVY867BNyBpQHg', 'leaguePoints': 514, 'rank': 'I', 'wins': 96, 'losses': 69, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",RXmq3s3cgm-ylfIw8FE7uAdksyLME8uAv2hT212w52m8OVY867BNyBpQHg
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': '2JsnS_FMUE__IFZi_Fn-56_s0h06F5K5jJZknVZpzHbf2d0', 'leaguePoints': 512, 'rank': 'I', 'wins': 98, 'losses': 64, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",2JsnS_FMUE__IFZi_Fn-56_s0h06F5K5jJZknVZpzHbf2d0
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'qYhi2os8RRBH_JD0pNS3aI_2llGZpCX5h3mrsWZjYMbo14_av6sirW3Umw', 'leaguePoints': 510, 'rank': 'I', 'wins': 110, 'losses': 76, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",qYhi2os8RRBH_JD0pNS3aI_2llGZpCX5h3mrsWZjYMbo14_av6sirW3Umw
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'VFXbYFDRRD4J4hIbjHJKCETV0nnFCyFL6z3Uw6ngCew1EXo', 'leaguePoints': 509, 'rank': 'I', 'wins': 100, 'losses': 72, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",VFXbYFDRRD4J4hIbjHJKCETV0nnFCyFL6z3Uw6ngCew1EXo
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'ILq-LAJS-IuXd2GbshabEZpuuMsnzzJqs4rc-E-aopa1p3OtHwlJaCXPtA', 'leaguePoints': 505, 'rank': 'I', 'wins': 134, 'losses': 108, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",ILq-LAJS-IuXd2GbshabEZpuuMsnzzJqs4rc-E-aopa1p3OtHwlJaCXPtA
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'OWDJ5jxiIW85zG3tz_0AatNHjpcYo_UkSrvcTzAOhFwVJZQ', 'leaguePoints': 504, 'rank': 'I', 'wins': 152, 'losses': 120, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",OWDJ5jxiIW85zG3tz_0AatNHjpcYo_UkSrvcTzAOhFwVJZQ
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': '3qhgKqdwII3YcBrgPO4rkgylxRTKhrXe3AzJiWudZyKDYUIRCWPm8wzqNQ', 'leaguePoints': 504, 'rank': 'I', 'wins': 119, 'losses': 81, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",3qhgKqdwII3YcBrgPO4rkgylxRTKhrXe3AzJiWudZyKDYUIRCWPm8wzqNQ
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'bZAv1jlwEckQ7wxWVo0a12SghYxBDmdVI5u_4hHIRpIVEUhRzOKR6Fkp-w', 'leaguePoints': 503, 'rank': 'I', 'wins': 117, 'losses': 83, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",bZAv1jlwEckQ7wxWVo0a12SghYxBDmdVI5u_4hHIRpIVEUhRzOKR6Fkp-w
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': '5c0zhP8EVHBBp_lQdMEMdQ_i5XuU6GBqMOPL7TRC5EVLdw', 'leaguePoints': 500, 'rank': 'I', 'wins': 128, 'losses': 101, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",5c0zhP8EVHBBp_lQdMEMdQ_i5XuU6GBqMOPL7TRC5EVLdw
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'wSSXB8IiYuv_GdDFBng2ZAWczVzscSoCKh3nomerVSJK6cs', 'leaguePoints': 488, 'rank': 'I', 'wins': 109, 'losses': 80, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",wSSXB8IiYuv_GdDFBng2ZAWczVzscSoCKh3nomerVSJK6cs
CHALLENGER,844f523b-88a5-3999-ac6e-4fefe349874c,RANKED_TFT,Vayne's Ritualists,"{'summonerId': 'bmUyu0mrfSFQ0mIOw0YLQFcmvjaMsu9dFCefG45KXbTnAIbcKIo0KdSi7A', 'leaguePoints': 369, 'rank': 'I', 'wins': 94, 'losses': 47, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': False}",bmUyu0mrfSFQ0mIOw0YLQFcmvjaMsu9dFCefG45KXbTnAIbcKIo0KdSi7A
GRANDMASTER,fc7bf85d-15e6-3bcc-b89f-92fca36e20e3,RANKED_TFT,Karthus's Runemasters,"{'summonerId': 't6na2l2T-6DkL8jI0Cpd4LsWLee6BLRGGno6cHzO26D06g', 'leaguePoints': 526, 'rank': 'I', 'wins': 103, 'losses': 72, 'veteran': False, 'inactive': False, 'freshBlood': True, 'hotStreak': True}",t6na2l2T-6DkL8jI0Cpd4LsWLee6BLRGGno6cHzO26D06g
